index,valid,input_type,proposed_num_steps,proposed_functions,shortest_subsequence_num_steps,shortest_subsequence_functions,no_op_steps,revisits_state,exact_status,verified_shortest_num_steps,search_complete,certified_depth,search_stop_reason,search_states,search_transitions
283,True,bytearray,3,"bytearray_reverse, bytearray_reverse, bytearray_to_bytes",1,bytearray_to_bytes,0,True,not_selected,,,,,,
284,True,list,3,"list_unique, list_min, mod2",2,"list_min, mod2",0,False,not_selected,,,,,,
285,True,bytearray,3,"bytearray_length, dec, int_popcount",3,"bytearray_length, dec, int_popcount",0,False,not_selected,,,,,,
286,True,set,3,"set_is_empty, bool_to_str, lower",3,"set_is_empty, bool_to_str, lower",0,False,not_selected,,,,,,
287,True,float,3,"f_fraction, f_exp, f_square",3,"f_fraction, f_exp, f_square",0,False,not_selected,,,,,,
288,True,str,3,"is_numeric, bool_to_str, length",3,"is_numeric, bool_to_str, length",0,False,not_selected,,,,,,
289,True,bytes,3,"bytes_length, identity_int, sign",2,"bytes_length, sign",1,True,not_selected,,,,,,
290,True,bytes,3,"bytes_is_empty, bool_to_float, f_abs",2,"bytes_is_empty, bool_to_float",1,True,not_selected,,,,,,
291,True,tuple,3,"tuple_reverse, tuple_to_list, list_tail",3,"tuple_reverse, tuple_to_list, list_tail",0,False,not_selected,,,,,,
292,True,set,3,"set_is_empty, bool_not, bool_not",1,set_is_empty,0,True,not_selected,,,,,,
293,True,complex,3,"complex_imag, f_mod1, float_to_str",3,"complex_imag, f_mod1, float_to_str",0,False,not_selected,,,,,,
294,True,bytearray,3,"bytearray_length, int_to_str, contains_space",3,"bytearray_length, int_to_str, contains_space",0,False,not_selected,,,,,,
295,True,set,3,"set_hash, square, square",3,"set_hash, square, square",0,False,not_selected,,,,,,
296,True,complex,3,"complex_conjugate, complex_real, f_mod1",2,"complex_real, f_mod1",0,False,not_selected,,,,,,
297,True,bool,3,"bool_to_float, f_sin, float_to_str",3,"bool_to_float, f_sin, float_to_str",0,False,not_selected,,,,,,
298,True,bytes,3,"bytes_to_hex, is_title, bool_to_int",3,"bytes_to_hex, is_title, bool_to_int",0,False,not_selected,,,,,,
299,True,tuple,3,"tuple_length, is_positive, bool_to_int",3,"tuple_length, is_positive, bool_to_int",0,False,not_selected,,,,,,
300,True,range,4,"range_sum, sign, int_to_float, f_abs_sqrt",3,"range_sum, sign, int_to_float",1,True,certified,3,True,3,,356,912
301,True,complex,4,"complex_conjugate, complex_imag, f_reciprocal, f_square",3,"complex_imag, f_reciprocal, f_square",0,False,certified,3,True,3,,435,943
302,True,str,4,"endswith_z, bool_to_int, is_odd, bool_identity",1,endswith_z,1,True,certified,1,True,1,,19,29
303,True,bytes,4,"bytes_length, double, sign, sign",2,"bytes_length, sign",1,True,certified,2,True,2,,37,67
304,True,range,4,"range_max, int_popcount, double, int_bit_length",4,"range_max, int_popcount, double, int_bit_length",0,False,certified,4,True,4,,1667,5796
305,True,range,4,"range_length, abs, int_bit_length, int_to_str",3,"range_length, int_bit_length, int_to_str",1,True,not_selected,,,,,,
306,True,int,4,"abs, abs, int_clip_0_100, abs",1,abs,3,True,not_selected,,,,,,
307,True,complex,4,"complex_phase, f_ceil, abs, half",3,"complex_phase, f_ceil, half",1,True,not_selected,,,,,,
308,True,complex,4,"complex_abs, f_mod1, f_frac_percent, half",3,"complex_abs, f_frac_percent, half",0,False,not_selected,,,,,,
309,True,bool,4,"bool_to_float, f_log10, f_is_integer, bool_not",0,,1,True,not_selected,,,,,,
310,True,bytes,4,"bytes_is_ascii, bool_to_int, int_to_str, is_lower",4,"bytes_is_ascii, bool_to_int, int_to_str, is_lower",0,False,not_selected,,,,,,
311,True,float,4,"f_round, is_positive, bool_identity, bool_not",3,"f_round, is_positive, bool_not",1,True,not_selected,,,,,,
312,True,complex,4,"complex_imag, f_fraction, f_sin, f_abs",2,"complex_imag, f_fraction",2,True,not_selected,,,,,,
313,True,set,4,"set_hash, half, int_to_bool, bool_to_float",3,"set_hash, int_to_bool, bool_to_float",0,False,not_selected,,,,,,
314,True,range,4,"range_sum, int_bit_length, int_clip_0_100, mod2",3,"range_sum, int_bit_length, mod2",1,True,not_selected,,,,,,
315,True,str,4,"lower, length, dec, neg",3,"length, dec, neg",0,False,not_selected,,,,,,
316,True,dict,4,"dict_freeze, tuple_is_empty, bool_to_float, f_abs_sqrt",3,"dict_freeze, tuple_is_empty, bool_to_float",1,True,not_selected,,,,,,
317,True,complex,4,"complex_phase, f_abs_sqrt, f_abs, f_trunc",3,"complex_phase, f_abs_sqrt, f_trunc",1,True,not_selected,,,,,,
318,True,complex,4,"complex_abs, f_reciprocal, f_floor, int_popcount",3,"complex_abs, f_reciprocal, f_floor",1,True,not_selected,,,,,,
319,True,bytearray,4,"bytearray_reverse, bytearray_to_bytes, bytes_length, mod2",3,"bytearray_to_bytes, bytes_length, mod2",0,False,not_selected,,,,,,
320,True,list,4,"list_max, int_bit_length, int_bit_length, is_even",4,"list_max, int_bit_length, int_bit_length, is_even",0,False,not_selected,,,,,,
321,True,complex,4,"complex_phase, f_ceil, int_to_bool, bool_not",4,"complex_phase, f_ceil, int_to_bool, bool_not",0,False,not_selected,,,,,,
322,True,range,4,"range_list, list_sorted, list_sum, sign",3,"range_list, list_sum, sign",1,True,not_selected,,,,,,
323,True,range,4,"range_length, half, int_to_bool, bool_identity",3,"range_length, half, int_to_bool",1,True,not_selected,,,,,,
324,True,float,4,"f_floor, int_popcount, is_odd, bool_to_int",4,"f_floor, int_popcount, is_odd, bool_to_int",0,False,not_selected,,,,,,
325,True,set,4,"set_size, is_odd, bool_to_int, sign",3,"set_size, is_odd, bool_to_int",1,True,not_selected,,,,,,
326,True,set,4,"set_hash, int_to_float, f_floor, int_bit_length",2,"set_hash, int_bit_length",0,False,not_selected,,,,,,
327,True,complex,4,"complex_abs, f_frac_percent, identity_int, is_positive",3,"complex_abs, f_frac_percent, is_positive",1,True,not_selected,,,,,,
328,True,bool,4,"bool_identity, bool_to_float, f_abs_sqrt, f_sin",1,bool_to_float,3,True,not_selected,,,,,,
329,True,bool,4,"bool_to_float, f_fraction, float_to_str, strip",3,"bool_to_float, f_fraction, float_to_str",1,True,not_selected,,,,,,
330,True,set,4,"set_size, dec, int_to_str, is_title",3,"set_size, int_to_str, is_title",0,False,not_selected,,,,,,
331,True,list,4,"list_reverse, list_sum, int_to_float, f_frac_percent",3,"list_sum, int_to_float, f_frac_percent",0,False,not_selected,,,,,,
332,True,tuple,4,"tuple_length, int_bit_length, int_to_str, title",3,"tuple_length, int_bit_length, int_to_str",1,True,not_selected,,,,,,
333,True,tuple,4,"tuple_reverse, tuple_length, identity_int, int_bit_length",2,"tuple_length, int_bit_length",1,True,not_selected,,,,,,
334,True,str,4,"length, is_even, bool_to_int, is_positive",2,"length, is_even",0,True,not_selected,,,,,,
335,True,str,4,"swapcase, length, neg, int_bit_length",2,"length, int_bit_length",0,False,not_selected,,,,,,
336,True,dict,4,"dict_items, list_sum, sign, is_odd",3,"dict_items, list_sum, is_odd",1,True,not_selected,,,,,,
337,True,int,4,"is_positive, bool_to_str, strip, startswith_a",3,"is_positive, bool_to_str, startswith_a",1,True,not_selected,,,,,,
338,True,int,4,"sign, is_negative, bool_to_float, f_round",3,"is_negative, bool_to_float, f_round",0,False,not_selected,,,,,,
339,True,int,4,"neg, neg, square, int_to_float",2,"square, int_to_float",0,True,not_selected,,,,,,
340,True,complex,4,"complex_conjugate, complex_imag, float_to_str, first_char",4,"complex_conjugate, complex_imag, float_to_str, first_char",0,False,not_selected,,,,,,
341,True,list,4,"list_sorted, list_max, identity_int, double",2,"list_max, double",1,True,not_selected,,,,,,
342,True,complex,4,"complex_phase, f_ceil, dec, half",4,"complex_phase, f_ceil, dec, half",0,False,not_selected,,,,,,
343,True,tuple,4,"tuple_to_index_dict, dict_keyset, set_size, int_to_float",4,"tuple_to_index_dict, dict_keyset, set_size, int_to_float",0,False,not_selected,,,,,,
344,True,range,4,"range_sum, int_is_power_of_two, bool_identity, bool_not",3,"range_sum, int_is_power_of_two, bool_not",1,True,not_selected,,,,,,
345,True,float,4,"f_fraction, f_mod1, f_fraction, f_abs",1,f_mod1,2,True,not_selected,,,,,,
346,True,bytes,4,"bytes_upper, bytes_is_ascii, bool_not, bool_to_str",3,"bytes_is_ascii, bool_not, bool_to_str",0,False,not_selected,,,,,,
347,True,tuple,4,"tuple_reverse, tuple_to_list, list_tail, list_tail",3,"tuple_to_list, list_tail, list_tail",0,False,not_selected,,,,,,
348,True,int,4,"int_is_power_of_two, bool_to_str, lower, count_a",3,"int_is_power_of_two, bool_to_str, count_a",0,False,not_selected,,,,,,
349,True,list,4,"list_sum, square, abs, dec",3,"list_sum, square, dec",1,True,not_selected,,,,,,
350,True,float,4,"f_trunc, is_negative, bool_to_int, int_to_str",4,"f_trunc, is_negative, bool_to_int, int_to_str",0,False,not_selected,,,,,,
351,True,dict,4,"dict_keyset, set_hash, half, is_even",4,"dict_keyset, set_hash, half, is_even",0,False,not_selected,,,,,,
352,True,list,4,"list_is_empty, bool_to_str, last_char, contains_space",1,list_is_empty,0,True,not_selected,,,,,,
353,True,bool,4,"bool_not, bool_identity, bool_to_str, upper",3,"bool_not, bool_to_str, upper",1,True,not_selected,,,,,,
354,True,range,4,"range_list, list_max, half, identity_int",3,"range_list, list_max, half",1,True,not_selected,,,,,,
355,True,complex,4,"complex_abs, float_to_str, str_remove_digits, startswith_a",3,"complex_abs, float_to_str, startswith_a",0,False,not_selected,,,,,,
356,True,set,4,"set_is_empty, bool_to_str, str_hash, is_odd",1,set_is_empty,0,True,not_selected,,,,,,
357,True,range,4,"range_list, list_max, int_is_power_of_two, bool_to_float",4,"range_list, list_max, int_is_power_of_two, bool_to_float",0,False,not_selected,,,,,,
358,True,range,4,"range_length, int_popcount, int_clip_0_100, identity_int",2,"range_length, int_popcount",2,True,not_selected,,,,,,
359,True,dict,4,"dict_values, list_min, int_to_float, f_abs_sqrt",4,"dict_values, list_min, int_to_float, f_abs_sqrt",0,False,not_selected,,,,,,
360,True,dict,4,"dict_length, is_negative, bool_to_float, f_mod1",3,"dict_length, is_negative, bool_to_float",1,True,not_selected,,,,,,
361,True,tuple,4,"tuple_to_index_dict, dict_keys, list_unique, list_median",3,"tuple_to_index_dict, dict_keys, list_median",1,True,not_selected,,,,,,
362,True,bool,4,"bool_not, bool_to_str, is_alpha, bool_to_int",3,"bool_to_str, is_alpha, bool_to_int",0,False,not_selected,,,,,,
363,True,set,4,"set_size, square, abs, neg",3,"set_size, square, neg",1,True,not_selected,,,,,,
364,True,set,4,"set_size, sign, int_popcount, abs",2,"set_size, sign",2,True,not_selected,,,,,,
365,True,set,4,"set_to_list, list_reverse, list_reverse, list_sorted",2,"set_to_list, list_sorted",0,True,not_selected,,,,,,
366,True,int,4,"int_to_float, f_ceil, dec, sign",2,"dec, sign",0,True,not_selected,,,,,,
367,True,int,4,"neg, identity_int, int_is_power_of_two, bool_to_float",2,"int_is_power_of_two, bool_to_float",1,True,not_selected,,,,,,
368,True,complex,4,"complex_phase, f_ceil, double, identity_int",3,"complex_phase, f_ceil, double",1,True,not_selected,,,,,,
369,True,complex,4,"complex_conjugate, complex_real, f_floor, abs",3,"complex_real, f_floor, abs",0,False,not_selected,,,,,,
370,True,bytes,4,"bytes_to_hex, is_title, bool_to_float, f_floor",4,"bytes_to_hex, is_title, bool_to_float, f_floor",0,False,not_selected,,,,,,
371,True,dict,4,"dict_keys, list_max, double, double",2,"dict_keys, list_max",2,True,not_selected,,,,,,
372,True,range,4,"range_sum, neg, int_to_bool, bool_identity",2,"range_sum, int_to_bool",1,True,not_selected,,,,,,
373,True,dict,4,"dict_has_duplicate_values, bool_to_int, is_odd, bool_to_float",2,"dict_has_duplicate_values, bool_to_float",0,True,not_selected,,,,,,
374,True,float,4,"f_fraction, f_floor, is_odd, bool_identity",3,"f_fraction, f_floor, is_odd",1,True,not_selected,,,,,,
375,True,int,4,"sign, inc, int_to_bool, bool_not",4,"sign, inc, int_to_bool, bool_not",0,False,not_selected,,,,,,
376,True,range,4,"range_length, int_to_bool, bool_identity, bool_not",3,"range_length, int_to_bool, bool_not",1,True,not_selected,,,,,,
377,False,dict,4,"dict_keys, list_tail, list_median, f_floor",,,,,invalid_proposal,,,,,,
378,True,complex,4,"complex_phase, f_is_integer, bool_to_int, inc",4,"complex_phase, f_is_integer, bool_to_int, inc",0,False,not_selected,,,,,,
379,True,complex,4,"complex_abs, f_fraction, f_frac_percent, dec",3,"complex_abs, f_frac_percent, dec",0,False,not_selected,,,,,,
380,True,complex,4,"complex_phase, f_square, f_log10, f_round",4,"complex_phase, f_square, f_log10, f_round",0,False,not_selected,,,,,,
381,True,bytes,4,"bytes_is_ascii, bool_not, bool_not, bool_not",2,"bytes_is_ascii, bool_not",0,True,not_selected,,,,,,
382,True,int,4,"dec, sign, is_odd, bool_to_float",3,"sign, is_odd, bool_to_float",0,False,not_selected,,,,,,
383,True,tuple,4,"tuple_to_index_dict, dict_freeze, tuple_to_list, list_length",2,"tuple_to_list, list_length",0,False,not_selected,,,,,,
384,True,tuple,4,"tuple_length, int_to_str, is_alpha, bool_to_int",4,"tuple_length, int_to_str, is_alpha, bool_to_int",0,False,not_selected,,,,,,
385,True,int,4,"is_positive, bool_to_int, neg, int_to_float",4,"is_positive, bool_to_int, neg, int_to_float",0,False,not_selected,,,,,,
386,True,bool,4,"bool_not, bool_not, bool_to_int, int_clip_0_100",1,bool_to_int,1,True,not_selected,,,,,,
387,True,int,4,"abs, int_to_float, f_is_integer, bool_to_str",3,"int_to_float, f_is_integer, bool_to_str",0,False,not_selected,,,,,,
388,True,str,4,"lower, str_hash, int_popcount, is_even",4,"lower, str_hash, int_popcount, is_even",0,False,not_selected,,,,,,
389,True,tuple,4,"tuple_reverse, tuple_count_none, int_clip_0_100, mod2",1,tuple_count_none,2,True,not_selected,,,,,,
390,True,list,4,"list_max, half, square, double",4,"list_max, half, square, double",0,False,not_selected,,,,,,
391,True,list,4,"list_tail, list_min, sign, is_odd",4,"list_tail, list_min, sign, is_odd",0,False,not_selected,,,,,,
392,True,bytes,4,"bytes_is_ascii, bool_identity, bool_to_float, float_to_str",3,"bytes_is_ascii, bool_to_float, float_to_str",1,True,not_selected,,,,,,
393,True,float,4,"f_fraction, f_abs, f_ceil, int_popcount",3,"f_fraction, f_abs, f_ceil",1,True,not_selected,,,,,,
394,True,bytes,4,"bytes_to_hex, str_reverse_words, repeat, is_space",2,"bytes_to_hex, is_space",1,True,not_selected,,,,,,
395,True,bytearray,4,"bytearray_reverse, bytearray_reverse, bytearray_reverse, bytearray_reverse",0,,0,True,not_selected,,,,,,
396,True,bytes,4,"bytes_is_ascii, bool_identity, bool_identity, bool_to_float",2,"bytes_is_ascii, bool_to_float",2,True,not_selected,,,,,,
397,True,float,4,"f_trunc, int_to_str, str_is_palindrome, bool_to_int",4,"f_trunc, int_to_str, str_is_palindrome, bool_to_int",0,False,not_selected,,,,,,
398,True,dict,4,"dict_values, list_unique, list_max, dec",3,"dict_values, list_max, dec",1,True,not_selected,,,,,,
399,True,bytearray,4,"bytearray_length, int_is_power_of_two, bool_not, bool_identity",3,"bytearray_length, int_is_power_of_two, bool_not",1,True,not_selected,,,,,,
400,True,tuple,5,"tuple_to_list, list_length, is_negative, bool_identity, bool_to_int",4,"tuple_to_list, list_length, is_negative, bool_to_int",1,True,certified,1,True,4,,928,3601
401,True,float,5,"f_floor, square, half, int_clip_0_100, mod2",4,"f_floor, square, half, mod2",1,True,certified,2,True,4,,9542,27950
402,True,bytes,5,"bytes_is_empty, bool_not, bool_to_int, is_odd, bool_to_float",3,"bytes_is_empty, bool_not, bool_to_float",0,True,certified,3,True,3,,254,814
403,True,dict,5,"dict_freeze, tuple_length, int_clip_0_100, inc, is_even",4,"dict_freeze, tuple_length, inc, is_even",1,True,certified,2,True,4,,1187,4299
404,True,float,5,"f_trunc, neg, int_popcount, dec, neg",4,"f_trunc, int_popcount, dec, neg",0,False,certified,4,True,4,,8362,25482
405,True,int,5,"half, neg, half, int_to_bool, bool_not",4,"neg, half, int_to_bool, bool_not",0,False,not_selected,,,,,,
406,True,bytes,5,"bytes_is_empty, bool_not, bool_identity, bool_to_int, int_is_power_of_two",2,"bytes_is_empty, bool_not",1,True,not_selected,,,,,,
407,True,bytearray,5,"bytearray_length, square, dec, int_to_bool, bool_to_float",3,"bytearray_length, int_to_bool, bool_to_float",0,False,not_selected,,,,,,
408,True,list,5,"list_sum, inc, dec, is_even, bool_to_int",3,"list_sum, is_even, bool_to_int",0,True,not_selected,,,,,,
409,True,bytes,5,"bytes_length, is_negative, bool_to_int, abs, is_positive",2,"bytes_length, is_negative",1,True,not_selected,,,,,,
410,True,bytearray,5,"bytearray_reverse, bytearray_length, mod2, half, abs",3,"bytearray_length, mod2, half",1,True,not_selected,,,,,,
411,True,dict,5,"dict_values, list_is_empty, bool_to_int, dec, int_is_power_of_two",5,"dict_values, list_is_empty, bool_to_int, dec, int_is_power_of_two",0,False,not_selected,,,,,,
412,True,complex,5,"complex_imag, f_sin, f_square, f_round, int_bit_length",4,"complex_imag, f_sin, f_square, f_round",1,True,not_selected,,,,,,
413,True,list,5,"list_tail, list_reverse, list_is_empty, bool_identity, bool_to_float",2,"list_is_empty, bool_to_float",1,True,not_selected,,,,,,
414,True,bytearray,5,"bytearray_to_bytes, bytes_length, inc, square, mod2",4,"bytearray_to_bytes, bytes_length, inc, mod2",0,False,not_selected,,,,,,
415,True,complex,5,"complex_abs, f_trunc, int_to_float, f_round, is_positive",3,"complex_abs, f_trunc, is_positive",0,True,not_selected,,,,,,
416,True,list,5,"list_unique, list_reverse, list_reverse, list_length, sign",2,"list_length, sign",0,True,not_selected,,,,,,
417,True,int,5,"is_positive, bool_to_str, is_space, bool_to_float, f_mod1",3,"is_positive, bool_to_float, f_mod1",1,True,not_selected,,,,,,
418,True,tuple,5,"tuple_is_empty, bool_to_str, strip, lower, str_count_vowels",3,"tuple_is_empty, bool_to_str, str_count_vowels",1,True,not_selected,,,,,,
419,True,float,5,"f_frac_percent, is_negative, bool_to_str, str_remove_digits, strip",3,"f_frac_percent, is_negative, bool_to_str",2,True,not_selected,,,,,,
420,True,tuple,5,"tuple_length, neg, mod2, abs, double",3,"tuple_length, mod2, double",1,True,not_selected,,,,,,
421,True,list,5,"list_is_empty, bool_identity, bool_to_int, int_is_power_of_two, bool_to_int",2,"list_is_empty, bool_to_int",1,True,not_selected,,,,,,
422,True,bool,5,"bool_identity, bool_identity, bool_to_int, inc, double",3,"bool_to_int, inc, double",2,True,not_selected,,,,,,
423,True,str,5,"capitalize, contains_space, bool_to_str, is_numeric, bool_to_str",2,"contains_space, bool_to_str",0,True,not_selected,,,,,,
424,True,complex,5,"complex_abs, f_mod1, f_square, f_exp, f_frac_percent",4,"complex_abs, f_mod1, f_square, f_frac_percent",0,False,not_selected,,,,,,
425,True,tuple,5,"tuple_count_none, int_bit_length, double, abs, identity_int",1,tuple_count_none,4,True,not_selected,,,,,,
426,True,range,5,"range_max, is_positive, bool_identity, bool_to_int, int_to_bool",2,"range_max, is_positive",1,True,not_selected,,,,,,
427,True,range,5,"range_list, list_is_empty, bool_to_float, f_log10, f_floor",4,"range_list, list_is_empty, bool_to_float, f_floor",1,True,not_selected,,,,,,
428,True,dict,5,"dict_freeze, tuple_reverse, tuple_reverse, tuple_to_index_dict, dict_values",3,"dict_freeze, tuple_to_index_dict, dict_values",2,True,not_selected,,,,,,
429,True,tuple,5,"tuple_to_list, list_max, double, double, half",3,"tuple_to_list, list_max, double",0,True,not_selected,,,,,,
430,True,int,5,"half, identity_int, inc, int_is_power_of_two, bool_to_int",2,"int_is_power_of_two, bool_to_int",1,True,not_selected,,,,,,
431,True,str,5,"is_digit, bool_to_str, is_space, bool_not, bool_identity",2,"is_digit, bool_not",1,True,not_selected,,,,,,
432,True,float,5,"f_sin, f_exp, f_is_integer, bool_to_float, f_sin",2,"f_is_integer, bool_to_float",1,True,not_selected,,,,,,
433,True,str,5,"capitalize, last_char, title, str_remove_digits, first_char",1,last_char,2,True,not_selected,,,,,,
434,True,float,5,"f_trunc, mod2, half, int_popcount, is_even",4,"f_trunc, mod2, half, is_even",1,True,not_selected,,,,,,
435,True,float,5,"float_to_str, is_alpha, bool_to_float, f_trunc, is_positive",2,"float_to_str, is_alpha",0,True,not_selected,,,,,,
436,True,bytes,5,"bytes_reverse, bytes_to_hex, duplicate, str_hash, int_clip_0_100",5,"bytes_reverse, bytes_to_hex, duplicate, str_hash, int_clip_0_100",0,False,not_selected,,,,,,
437,True,float,5,"f_abs_sqrt, float_to_str, is_digit, bool_to_float, f_is_integer",4,"float_to_str, is_digit, bool_to_float, f_is_integer",0,False,not_selected,,,,,,
438,True,int,5,"mod2, is_odd, bool_to_int, int_to_str, title",2,"mod2, int_to_str",1,True,not_selected,,,,,,
439,True,bytearray,5,"bytearray_length, neg, int_to_bool, bool_identity, bool_to_float",3,"bytearray_length, int_to_bool, bool_to_float",1,True,not_selected,,,,,,
440,True,dict,5,"dict_freeze, tuple_length, identity_int, int_to_str, capitalize",3,"dict_freeze, tuple_length, int_to_str",2,True,not_selected,,,,,,
441,True,bytearray,5,"bytearray_reverse, bytearray_to_bytes, bytes_reverse, bytes_length, square",3,"bytearray_to_bytes, bytes_length, square",0,False,not_selected,,,,,,
442,True,tuple,5,"tuple_to_list, list_is_empty, bool_to_float, f_fraction, f_log10",4,"tuple_to_list, list_is_empty, bool_to_float, f_fraction",1,True,not_selected,,,,,,
443,True,list,5,"list_sorted, list_max, mod2, sign, int_bit_length",2,"list_max, mod2",2,True,not_selected,,,,,,
444,True,range,5,"range_list, list_length, identity_int, mod2, square",3,"range_list, list_length, mod2",2,True,not_selected,,,,,,
445,True,int,5,"is_negative, bool_to_str, count_a, int_to_bool, bool_to_float",5,"is_negative, bool_to_str, count_a, int_to_bool, bool_to_float",0,False,not_selected,,,,,,
446,True,bytearray,5,"bytearray_to_bytes, bytes_is_empty, bool_to_int, int_is_power_of_two, bool_to_float",3,"bytearray_to_bytes, bytes_is_empty, bool_to_float",0,True,not_selected,,,,,,
447,True,dict,5,"dict_freeze, tuple_reverse, tuple_length, double, inc",4,"dict_freeze, tuple_length, double, inc",0,False,not_selected,,,,,,
448,True,set,5,"set_size, mod2, inc, neg, square",4,"set_size, mod2, inc, square",0,False,not_selected,,,,,,
449,True,bool,5,"bool_to_float, f_square, f_floor, is_negative, bool_identity",0,,2,True,not_selected,,,,,,
450,True,complex,5,"complex_abs, f_frac_percent, int_popcount, is_positive, bool_to_float",4,"complex_abs, f_frac_percent, is_positive, bool_to_float",0,False,not_selected,,,,,,
451,False,float,5,"f_exp, f_exp, f_square, f_fraction, f_abs",,,,,invalid_proposal,,,,,,
452,True,bytearray,5,"bytearray_length, is_odd, bool_not, bool_not, bool_identity",2,"bytearray_length, is_odd",1,True,not_selected,,,,,,
453,True,bool,5,"bool_identity, bool_identity, bool_identity, bool_not, bool_to_int",2,"bool_not, bool_to_int",3,True,not_selected,,,,,,
454,True,int,5,"double, dec, abs, int_to_bool, bool_not",2,"int_to_bool, bool_not",0,False,not_selected,,,,,,
455,True,str,5,"length, square, is_even, bool_not, bool_to_float",4,"length, is_even, bool_not, bool_to_float",0,False,not_selected,,,,,,
456,True,bytes,5,"bytes_length, half, int_popcount, int_clip_0_100, is_odd",3,"bytes_length, half, is_odd",2,True,not_selected,,,,,,
457,True,str,5,"startswith_a, bool_to_int, dec, abs, square",4,"startswith_a, bool_to_int, dec, abs",1,True,not_selected,,,,,,
458,True,tuple,5,"tuple_is_empty, bool_to_str, is_lower, bool_identity, bool_identity",3,"tuple_is_empty, bool_to_str, is_lower",2,True,not_selected,,,,,,
459,True,range,5,"range_length, int_clip_0_100, half, abs, mod2",2,"range_length, half",3,True,not_selected,,,,,,
460,True,int,5,"int_to_str, is_lower, bool_identity, bool_not, bool_not",2,"int_to_str, is_lower",1,True,not_selected,,,,,,
461,True,bool,5,"bool_identity, bool_to_float, f_sin, f_reciprocal, f_abs",3,"bool_to_float, f_sin, f_reciprocal",2,True,not_selected,,,,,,
462,True,set,5,"set_size, mod2, is_even, bool_to_int, int_to_bool",2,"set_size, is_even",0,True,not_selected,,,,,,
463,True,bytes,5,"bytes_is_empty, bool_to_float, f_trunc, abs, int_to_float",2,"bytes_is_empty, bool_to_float",1,True,not_selected,,,,,,
464,True,bytes,5,"bytes_is_empty, bool_not, bool_to_str, count_a, is_negative",4,"bytes_is_empty, bool_to_str, count_a, is_negative",0,False,not_selected,,,,,,
465,True,complex,5,"complex_real, f_exp, f_ceil, mod2, dec",3,"complex_real, f_ceil, mod2",0,False,not_selected,,,,,,
466,True,bytes,5,"bytes_upper, bytes_to_hex, lower, count_a, dec",3,"bytes_to_hex, count_a, dec",2,True,not_selected,,,,,,
467,True,int,5,"mod2, half, half, int_to_float, f_exp",4,"mod2, half, int_to_float, f_exp",1,True,not_selected,,,,,,
468,True,bytearray,5,"bytearray_reverse, bytearray_reverse, bytearray_to_bytes, bytes_is_ascii, bool_to_int",3,"bytearray_to_bytes, bytes_is_ascii, bool_to_int",0,True,not_selected,,,,,,
469,True,bytearray,5,"bytearray_reverse, bytearray_to_bytes, bytes_upper, bytes_is_ascii, bool_to_str",3,"bytearray_to_bytes, bytes_is_ascii, bool_to_str",0,False,not_selected,,,,,,
470,True,int,5,"int_is_power_of_two, bool_to_float, f_square, f_is_integer, bool_to_int",4,"int_is_power_of_two, bool_to_float, f_is_integer, bool_to_int",1,True,not_selected,,,,,,
471,True,list,5,"list_tail, list_median, f_trunc, int_clip_0_100, int_bit_length",5,"list_tail, list_median, f_trunc, int_clip_0_100, int_bit_length",0,False,not_selected,,,,,,
472,True,str,5,"is_title, bool_to_str, is_title, bool_to_float, f_is_integer",3,"is_title, bool_to_str, is_title",0,True,not_selected,,,,,,
473,True,bool,5,"bool_to_int, int_is_power_of_two, bool_to_float, f_fraction, f_ceil",3,"bool_to_float, f_fraction, f_ceil",0,True,not_selected,,,,,,
474,True,float,5,"float_to_str, startswith_a, bool_to_int, int_popcount, double",3,"float_to_str, startswith_a, bool_to_int",2,True,not_selected,,,,,,
475,True,list,5,"list_reverse, list_length, int_is_power_of_two, bool_not, bool_identity",3,"list_length, int_is_power_of_two, bool_not",1,True,not_selected,,,,,,
476,True,list,5,"list_sorted, list_unique, list_min, square, dec",3,"list_min, square, dec",1,True,not_selected,,,,,,
477,True,str,5,"is_title, bool_identity, bool_to_int, is_positive, bool_not",2,"is_title, bool_not",1,True,not_selected,,,,,,
478,True,str,5,"capitalize, startswith_a, bool_to_float, f_trunc, int_to_str",4,"startswith_a, bool_to_float, f_trunc, int_to_str",0,False,not_selected,,,,,,
479,True,set,5,"set_size, half, int_popcount, neg, int_is_power_of_two",3,"set_size, neg, int_is_power_of_two",1,True,not_selected,,,,,,
480,False,float,5,"f_log10, f_fraction, f_reciprocal, f_fraction, f_square",,,,,invalid_proposal,,,,,,
481,True,str,5,"swapcase, str_count_vowels, sign, sign, int_is_power_of_two",2,"str_count_vowels, int_is_power_of_two",2,True,not_selected,,,,,,
482,True,list,5,"list_median, f_mod1, f_trunc, half, half",3,"list_median, f_mod1, f_trunc",2,True,not_selected,,,,,,
483,True,range,5,"range_max, sign, is_even, bool_to_float, f_floor",5,"range_max, sign, is_even, bool_to_float, f_floor",0,False,not_selected,,,,,,
484,True,set,5,"set_size, neg, is_positive, bool_to_str, str_to_list",5,"set_size, neg, is_positive, bool_to_str, str_to_list",0,False,not_selected,,,,,,
485,True,bytes,5,"bytes_is_ascii, bool_identity, bool_identity, bool_not, bool_to_str",3,"bytes_is_ascii, bool_not, bool_to_str",2,True,not_selected,,,,,,
